日期,類型,主題,連結,內容,講者
"Wednesday, May 22",Demo,Maximize Power Platform and Source Control,https://build.microsoft.com/en-US/sessions/5320296b-1b95-44c9-8d9a-128b641b3c59?source=sessions,"Maximize Power Platform and Source Control. Leverage Copilot plugins to activate your dynamics applications. Protect AI-driven applications with high value capabilities and tools.
Unlock efficiency: low-code app building with Dataverse and Copilot.",
"Wednesday, May 22",Demo,"Discover, test and deploy models with ease with Azure AI model catalog",https://build.microsoft.com/en-US/sessions/03de9831-25a5-4dd0-973c-f67b170a5d6b?source=sessions,"The emergence of new foundation models introduces complexity and uncertainty regarding the selection, application, and optimization during training and production phases. Navigate these complexities of foundation models using Azure AI's comprehensive model catalog and a user-friendly platform to benchmark, test, and fine-tune models.",
"Wednesday, May 22",Demo,Windows customization with Dev Home and more,https://build.microsoft.com/en-US/sessions/40b97302-bf01-46d0-86de-802f7446f2ab?source=sessions,"Dive into the world of Windows customizations tailored for developer workflows.  Starting with a vanilla Windows 11 OS, we’ll showcase how to use Dev Home to quickly discover and apply advanced Windows settings that can improve your productivity. We’ll also discuss the exciting future of Windows Customization in Dev Home and how DSC configuration can streamline and automate your system setup.",Jordi Adoumie
"Wednesday, May 22",Demo,Next-gen monitoring on Azure,https://build.microsoft.com/en-US/sessions/56432b42-7def-4e37-9954-26eb74862e9b?source=sessions,"Join our Azure Monitor and Chaos Studio demo to get acquainted with next-gen monitoring capabilities on Azure. We demonstrate new cloud-native monitoring capabilities with Azure Monitor like advanced network monitoring and recommended alerts. After that we show how you can use fault injection and load testing in Chaos Studio to validate your application resilience. Finally, we demonstrate how you can enhance monitoring with Microsoft Copilot.",Nikhil Kaul
"Wednesday, May 22",Demo,Leverage Copilot plugins to activate your dynamics applications,https://build.microsoft.com/en-US/sessions/13604772-a7e3-4fc2-b05a-e4c0bc9acbcd?source=sessions,Extend and customize the knowledge and capabilities of Copilot for Finance and Operations with data and business logic with low-code and pro-code plugins.,Jared Hall
"Wednesday, May 22",Demo,Learn lessons from the trenches with practical tips for API dev,https://build.microsoft.com/en-US/sessions/db9cdf0a-b97f-4287-8cdf-36b9805b5762?source=sessions,"In this session, we will explore practical insights and strategies for developing robust APIs using ASP.NET Core, derived from real-world experiences in the trenches. You will gain a deeper understanding of the common challenges faced during API development and how to overcome them with ASP.NET Core's powerful features.",George Livingston
"Wednesday, May 22",Lab,Securing your Code with GitHub Advanced Security,https://build.microsoft.com/en-US/sessions/2ff05f36-0ebc-4afd-a1d8-f3c0f40d6757?source=sessions,"Get hands on with the code scanning, secret scanning, branch protection and dependency tracking functionality in GitHub Advanced Security, learning how to best protect the code in your enterprise while in the safety of the lab setting.",Brian Randell
"Wednesday, May 22",Lab,Learn how to easily integrate AI into your .NET apps,https://build.microsoft.com/en-US/sessions/9d235f52-cad2-4f14-b4a0-c7e5066e9cd1?source=sessions,"Learn how to easily build AI-powered applications using .NET and Azure AI. In this lab we will explore Semantic Kernel and how it can be used to integrate databases in Azure, knowledge stores and leverage Azure AI Services to make building and maintaining complex workflows easy.
We will also look at how other recent .NET innovations, such as .NET Aspire, can integrate seamlessly to give you not only an optimized developer inner loop experience, but also an easily deployable solution to Azure.",Jordan Matthiesen
"Wednesday, May 22",Lab,Dev tools to extend Power Pages websites,https://build.microsoft.com/en-US/sessions/812106ec-c88a-4203-bfbb-095c69ce221c?source=sessions,"Get hands on with Power Pages development using tools like VSCode, both online & locally. Use Power Pages Copilot for accelerating Pages specific code. Understand how to work source code for your Power Pages website with tools like Power Platform CLI. Walkway with tooling and processes from inner dev loop to ALM CI/CD.",Donovan Goode
"Wednesday, May 22",Demo,Code Scanning with GitHub Advanced Security for Azure DevOps,https://build.microsoft.com/en-US/sessions/310461e1-e29b-425e-907b-301d313e1907?source=sessions,"Learn about the new advanced capabilities in GitHub Advanced Security for Azure DevOps Code Scanning. We will cover how to deploy and manage custom rules and queries for CodeQL, as well as integrating 3rd party tools into the Code Scanning developer experiences, giving a single pane of glass for developer security activity.",Nicolas Couraud
"Wednesday, May 22",Demo,Tips & Tricks for Visual Studio and GitHub,https://build.microsoft.com/en-US/sessions/48d873b8-e233-4c3f-ba7e-f8943debdac7?source=sessions,Unlock the full potential of VS with expert tips and tricks. Learn to enhance your workflow by integrating powerful community extensions for peak efficiency,Harshada Hole
"Wednesday, May 22",Demo,Enhance PowerApps Quality with Automated Testing via Test Engine,https://build.microsoft.com/en-US/sessions/3262d0f2-0a66-48c6-977f-409afaca01fe?source=sessions,"In the realm of PowerApps development, ensuring application quality is not just a goal but a necessity for success. This enlightening session explores the pivotal role of the PowerApps Test Engine in revolutionizing application development through automated testing. Discover how integrating automated testing strategies can elevate your PowerApps to new heights of efficiency and reliability.",Gilles Pommier
"Wednesday, May 22",Lab,"Test drive AI on Windows with DirectML, ONNX Runtime, and Olive",https://build.microsoft.com/en-US/sessions/b4ddb175-c775-4bb2-abd9-fbe313391b14?source=sessions,"Join our experts in this interactive lab demonstrating how to integrate and run a Generative Arts model on a Windows device, leveraging Olive, ONNX Runtime, and DirectML. By using this power-house trio, you will learn how simple it can be to integrate and scale AI experiences across Windows.",Jacques van Rhyn
"Wednesday, May 22",Lab,Integrate Azure OpenAI Service and Azure Cosmos DB for copilot apps,https://build.microsoft.com/en-US/sessions/f50c5f81-36f3-48fc-a6aa-19eac5e79b3e?source=sessions,"Learn how to integrate Azure OpenAI Service and Azure Cosmos DB to build Generative AI Chat applications. This hands-on lab will provide practical insights into generating embeddings on user input, generating responses from an LLM, managing chat history for conversational context and build a semantic cache to enhance performance. By the end of this lab, you’ll have a comprehensive understanding of constructing an LLM pipeline, putting all these elements together to create your own AI copilot.",Justine Cocchi
"Wednesday, May 22",Lab,Implement security through a pipeline using Azure DevOps,https://build.microsoft.com/en-US/sessions/45734099-6cf7-4d20-9cfe-4fb41180938d?source=sessions,"Managed identities offer a secure method for controlling access to Azure resources. Azure handles these identities automatically, allowing you to verify access to services compatible with Microsoft Entra authentication. This means you don't need to embed credentials into your code, enhancing security. In Azure DevOps, managed identities can authenticate Azure resources within your self-hosted agents, simplifying access control without compromising security.",Charles Pluta
"Wednesday, May 22",Lab,Build your own copilot with Microsoft Copilot studio,https://build.microsoft.com/en-US/sessions/b14fd656-ec04-48c3-9add-2e5666f1a3f6?source=sessions,Learn how you can build your own copilots with Microsoft Copilot Studio. In this workshop you’ll learn how Copilots can be created for use across the business. You’ll also see how you can create custom plug ins that can integrate with custom solutions. We’ll then show you how you can use Generative AI for even more intelligent responses.,Chris Whitten
"Wednesday, May 22",Breakout,"Use AI for ""real things"" in your Windows Apps",https://build.microsoft.com/en-US/sessions/78618df5-6b18-401c-8df0-550263168f39?source=sessions,"Why should you care about AI? Learn about what kind of problems AI can solve across the full spectrum of AI - all through demos, demos, demos. From what tech is out there and what real life problems can it solve in real apps, consideration around privacy, performance, responsible AI and more. All for the audience of an everyday Windows developer.",Nikola Metulev
