代號,日期,時長,Session type,Topic,Level,Delivery Type,Tag,Recording Availability,Programming Language,Download Video,Download Slides,Download Transcript,Resource_1,Resource_2,主題,內容,講者,標籤,下個主題1,下個主題2,下個主題3,下個主題4,下個主題5,下個主題6,下個主題7,下個主題8,下個主題9,相關1,相關2,相關3,相關4,相關5,相關6,相關7,影片,附註
DEM816,22,15 minutes,Demo,Low-code,,In Seattle,,Not recorded,,,,,Resource,,Create a fully functional support bot in less than 10 minutes,In this session we will demonstrate how to create a functional chat bot leveraging CoPilot Studio and GenAI all within 10 minutes. We will look at the different ways GenAI can be incorporated into creating your chat bot and how to leverage CoPilot Studio's own copilot functionality to design topics using natural language.,,Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,Build your own copilot with Microsoft...,Practical End-to-End AI Development u...,Build intelligent collaborative apps ...,Code-First LLMOps from prototype to p...,Building a copilot: Azure AI Studio o...,Extending GitHub Copilot,,This session has ended,
DEM810,22,15 minutes,Demo,Data & Analytics,,In Seattle,,Not recorded,Python,,,,Resource,,Using Semantic Link in Fabric to Unlock Semantic Models,"'With semantic link in Fabric, we can unlock Power BI semantic models using Python in notebooks. Prior to semantic link, our options were limited to Power BI desktop, DAX Studio, or Excel. Now we can query the model data and metadata using Python, and even take it a step further to examine the contents of workspaces and link up Power BI models with data science. In this demo you’ll see how easy it is to get started and take analysis to the next level.",,Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,Extend and enhance your analytics app...,Introducing API for GraphQL and User ...,Unify your data with OneLake and Micr...,Microsoft Fabric: What's new and what...,Bridge the chasm between your ML and ...,Accelerate insights with real-time Az...,,This session has ended,
DEM774,22,15 minutes,Demo,Windows,Advanced (300),In Seattle,,Not recorded,,,,,Resource,,Elevating app craftsmanship with WinUI 3,"Looking to elevate your WinUI 3 app on Windows? Jump into Visual Studio with a hands on look at getting started and crafting a great Title Bar experience on Windows using WinUI, whether you're using NavigationView or adding search. Get a headstart on your app and delight your users!","Dom Giandinoto|Microsoft,Bob Pulliam|Microsoft",Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,Realize your vision with a guide to b...,Supercharging your React Native app f...,Navigating Win32 App Development with...,Creating Seamless Cross-Device Experi...,Expand your reach and revenue with Mi...,How to create superior experiences wi...,,This session has ended,"Dom Giandinoto
Software Engineer
Microsoft
Save to backpackBob Pulliam
WinUI/WinAppSDK Eng Mgr
Microsoft
Save to backpack"
LAB332,22,1 hour,Lab,Data & Analytics,Advanced (300),In Seattle,Copilot,Not recorded,,,,,Resource,,"Modern Analytics with Microsoft Fabric, Copilot and Azure Databricks","This lab showcases Modern Analytics with Microsoft Fabric and Azure Databricks, featuring a cost effective, performance-optimized, and cloud-native Analytics solution pattern. The architecture unifies our customers' data estate to accelerate data value creation. The lab scenario is for Contoso, a fictitious company. You will witness how the team used Azure Databricks, Microsoft Fabric, Copilot and Power BI to create an end-to-end Analytics solution.","Swetha Mannepalli|Microsoft,Sanjay Soni|Microsoft",Session Ended|Lab|In Seattle only,More on this topic,,,,,,,,,Extend and enhance your analytics app...,Microsoft Fabric: What's new and what...,The power of AI and Copilot for Azure...,Accelerate insights with real-time Az...,Reimagine Real-Time Intelligence with...,Revolutionize reports with Fabric Cop...,,This session has ended,"Swetha Mannepalli
Senior Product Marketing Manager
Microsoft
Save to backpackSanjay Soni
Director - Global Analytics Sales Enablement
Microsoft
Save to backpack"
DEM744,22,15 minutes,Demo,Developer Tools,Advanced (300),In Seattle,Software Developer,Not recorded,,,,,Resource,"GitHub Copilot - Your AI pair pr...: https://github.com/features/copilot

What is GitHub Copilot?: https://www.youtube.com/watch?v=IqXNhakuwVc

GitHub Copilot video series: https://www.youtube.com/playlist?list=PL0lo9MOBetEHEHi9h0k_lPn0XZdEeYZDS

GitHub Certifications: https://resources.github.com/learn/certifications/

Collection: Accelerate Developer...: https://learn.microsoft.com/en-us/collections/wrdxbjk4w7r50o",Building on LLM's - Lessons learned from creating GitHub Copilot,Dive into the journey of GitHub Copilot and what's under the hood so that you can apply the same patterns and lessons to building your own solutions based on the next generation of generative AI services available from Microsoft Azure.,Scott Densmore|Microsoft,Session Ended|Demo|In Seattle only,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,,,,How GitHub builds GitHub on GitHub,GitHub Copilot can do that!?,Extending GitHub Copilot,What’s new in GitHub Copilot and Visu...,Building Copilots - key lessons and b...,Empowering Robust Engineering: Visual...,,This session has ended,"Scott Densmore
VP of Engineering GitHub
Microsoft
Save to backpack"
DEM820,22,15 minutes,Demo,Cloud Platform,,In Seattle,,Not recorded,,,,,,,"Imagine Cup: Adalat AI, transforming justice using AI in India","Join us for a demo with Adalat AI and discover how their startup is leveraging AI to solve challenges in India's judicial system. Witness how their technology, including AI-driven transcription tools, is tackling extensive case backlogs and delays, expediting court processes, and enhancing efficiency, accuracy, and access to justice.","ABArghya Bhattacharya|Adalat AI,USUtkarsh Saxena|Adalat AI",Session Ended|Demo|In Seattle only,,,,,,,,,,Illuminate the way to enterprise AI c...,Practical End-to-End AI Development u...,Transforming user experiences with re...,2024 Imagine Cup World Championship,Transforming the future of startups w...,Disrupt and Grow with Microsoft Azure AI,,This session has ended,
DEM742,22,15 minutes,Demo,Developer Tools,Intermediate (200),In Seattle,VS Code,Not recorded,,,,,Resource,"GitHub Copilot - Your AI pair pr...: https://github.com/features/copilot

What is GitHub Copilot?: https://www.youtube.com/watch?v=IqXNhakuwVc

GitHub Copilot video series: https://www.youtube.com/playlist?list=PL0lo9MOBetEHEHi9h0k_lPn0XZdEeYZDS

GitHub Certifications: https://resources.github.com/learn/certifications/",GitHub Copilot can do that!?,"Learn how to get the most out of GitHub Copilot, including a few ways that might surprise you! Join our VS Code and GitHub Copilot experts as they walk through some of the newest and least-expected ways to use GitHub Copilot to reduce more of those mundane tasks you’ve been avoiding.","Kedasha Kerr|GitHub,Harald Kirschner|Microsoft",Session Ended|Demo|In Seattle only,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,,,,,How GitHub builds GitHub on GitHub,Building on LLM's - Lessons learned f...,Extending GitHub Copilot,Enhancing VS Code extensions with Git...,What’s new in GitHub Copilot and Visu...,Empowering Robust Engineering: Visual...,,This session has ended,"Kedasha Kerr
Developer Advocate
GitHub
Save to backpackHarald Kirschner
VS Code & GH Copilot Team Member
Microsoft
Save to backpack"
LAB312,22,1 hour,Lab,Cloud Platform,,In Seattle,,Not recorded,,,,,Resource,,Taking Azure Kubernetes out of the cloud and into your world,"Experience a hands-on lab on AKS Edge Essentials and the latest Microsoft Edge Storage solution in Kubernetes, featuring an AI-powered sample app, video inference, and computer vision. Learn to deploy, manage, and optimize AI workloads at the edge efficiently. Gain practical insights into the integration of AI with edge computing for real-world applications.","Lior Kamrat|Microsoft,Dale Kirby|Microsoft",Session Ended|Lab|In Seattle only,More on this topic,,,,,,,,,Simplifying Kubernetes deployment wit...,Adaptive cloud approach: Build and sc...,Unleash the Potential of APIs with Az...,Quickly deploy NVIDIA optimized gener...,Introducing AKS Automatic: The easies...,Cracking the code: AI workloads at sc...,,This session has ended,"Lior Kamrat
Principal Product Manager Lead
Microsoft
Save to backpackDale Kirby
Principal Cloud Solution Architect
Microsoft
Save to backpack"
LAB322,22,1 hour,Lab,Copilot,,In Seattle,,Not recorded,,,,,Resource,,"Build, Evaluate and Deploy a RAG-based retail copilot with Azure AI","Building generative AI applications for production requires a paradigm shift to LLM Ops, with new tools, platforms and processes for orchestrating end-to-end development workflows. In this session, you’ll learn to build, evaluate and deploy an enterprise copilot application end-to-end, using a code-first approach with Azure AI Studio and Prompt flow. From ideating your scenario with your data, to evaluating it for quality locally and on Azure, then deploying it for real-world usage.",,Session Ended|Lab|In Seattle only,More on this topic,,,,,,,,,Build your own copilot with Microsoft...,The power of AI and Copilot for Azure...,Building a copilot: Azure AI Studio o...,Quickly deploy NVIDIA optimized gener...,Azure AI Studio - Creating and scalin...,Build a RAG app in minutes using Lang...,,This session has ended,
LAB311,22,1 hour,Lab,Cloud Platform,,In Seattle,,Not recorded,,,,,Resource,,Build and deploy serverless apps with Azure Functions and Azure AI,"In this lab, experience architecting a serverless solution on Azure for the use case of a tollbooth application that needs to meet on-demand traffic for event driven scale.","Anahita Afshari|Microsoft,Thiago Almeida|Microsoft",Session Ended|Lab|In Seattle only,More on this topic,,,,,,,,,Accelerate Microsoft Azure deployment...,Serverless architectures: Effortless ...,Adaptive cloud approach: Build and sc...,Unleash the Potential of APIs with Az...,Quickly deploy NVIDIA optimized gener...,Building applications at hyper scale ...,,This session has ended,"Anahita Afshari
Partner Solution Architect
Microsoft
Save to backpackThiago Almeida
PM @ Azure Functions
Microsoft
Save to backpack"
LAB330,22,1 hour,Lab,Data & Analytics,Expert (400),In Seattle,,Not recorded,,,,,Resource,,Build AI Apps with Azure Cosmos DB for MongoDB and Semantic Kernel,"Learn how to build AI apps with Azure Cosmos DB for MongoDB and Semantic Kernel. You will create a RAG pattern app over transactional data, generating vectors and completions with Azure OpenAI Service, connect to multiple vectorized data sources, manage chat history and enhance performance with a semantic cache all orchestrated using Semantic Kernel. This session will equip you with the knowledge you need to elevate your AI application development skills.",,Session Ended|Lab|In Seattle only,More on this topic,,,,,,,,,Design and build multi-tenant SaaS ap...,The power of AI and Copilot for Azure...,RAG at scale: production-ready GenAI ...,Build your own advanced AI solutions ...,Power AI apps and develop rich experi...,Building RAG at scale with Semantic K...,,This session has ended,
BRK225,22,45 minutes,Breakout,Security,Advanced (300),Online,Threat Protection,Recorded,Go,Video,Slide,Transcript,Resource,,Secure your AI application transformation with Microsoft Security,"As AI extends the attack surface of homegrown cloud-native applications, security teams need to expand detection and protection against novel threats such as prompt injection attacks and implement security across enterprise-built AI applications. Join our session to learn how Microsoft’s new cloud security innovations extend security posture management and threat protection to enterprise-built AI applications.","Neta Haiby|Microsoft,Shilpa Ranganathan|Microsoft",On Demand|Breakout|In Seattle + Online,More on this topic,More on this topic,More on this topic,More on this topic,,,,,,Fundamentals of AI safety and security,Secure your Intelligent Applications ...,Safeguard your copilot with Azure AI,Data Security Considerations for AI A...,Bake Security into your workflow with...,Building secure and efficient AI solu...,,,"Neta Haiby
Principal PM AI Security
Microsoft
Save to backpackShilpa Ranganathan
Principal Product manager
Microsoft
Save to backpack"
